"Wavelength, µm","n","k"
0.2,1.912709408058734
0.2065,1.8998877983536269
0.2133,1.888223559946254
0.2203,1.877744676235438
0.2275,1.8682985747984469
0.2349,1.859757418440965
0.2426,1.8519174110986971
0.2505,1.8448039892895989
0.2587,1.8382585951889099
0.2672,1.8322345043325519
0.2759,1.8267479542496181
0.285,1.8216335887885449
0.2943,1.816968764380722
0.3039,1.812662211762989
0.3139,1.8086465749755272
0.3241,1.8049747310815731
0.3347,1.801548808144902
0.3457,1.798355238470537
0.357,1.795405049459907
0.3687,1.792654904548956
0.3807,1.790112329904362
0.3932,1.787722829625209
0.406,1.7855131978093879
0.4193,1.783437607876405
0.433,1.7815032886078281
0.4472,1.7796876970942082
0.4618,1.777995466916296
0.477,1.7763969806668891
0.4926,1.77490696688514
0.5087,1.773508211387159
0.5253,1.772194641815675
0.5425,1.770953451043608
0.5602,1.769787003439734
0.5786,1.768678092594046
0.5975,1.767634759455507
0.617,1.766646718703085
0.6372,1.765705541892876
0.6581,1.764808377685599
0.6796,1.763956066681647
0.7018,1.763141202990489
0.7248,1.762357530925574
0.7485,1.761605813450415
0.773,1.7608801757554469
0.7983,1.760178197744482
0.8244,1.7594974153467549
0.8513,1.758835349217684
0.8792,1.758184983584141
0.9079,1.7575488420438319
0.9377,1.756918219128335
0.9683,1.756297376804383
1,1.755678077775711
1.033,1.75505473425235
1.066,1.7544492215125849
1.101,1.753822700878813
1.137,1.7531915603611359
1.175,1.752536466758846
1.213,1.7518896417649938
1.253,1.7512147150232051
1.294,1.750526458942324
1.336,1.74982256285914
1.38,1.749083932618104
1.425,1.74832493488438
1.471,1.747543214030129
1.52,1.746701911878799
1.569,1.745849839002612
1.621,1.744931959235859
1.674,1.743980235617229
1.728,1.7429921314240269
1.785,1.741927382840608
1.843,1.740819537347589
1.904,1.739626343988294
1.966,1.738382731991686
2.03,1.7370650289787641
2.097,1.735647240319568
2.165,1.734166920568464
2.236,1.732575521107864
2.309,1.7308892476530269
2.385,1.729078437591445
2.463,1.727160035364106
2.543,1.725128002847226
2.627,1.7229226773358621
2.712,1.720614842718219
2.801,1.718114579224293
2.893,1.71543814756195
2.987,1.712605174770159
3.085,1.709543722848037
3.186,1.7062709711188009
3.29,1.7027737381029069
3.398,1.699002441966891
3.509,1.694974993961384
3.624,1.6906368746824851
3.742,1.686006323608944
3.865,1.680981475637382
3.991,1.675618931600681
4.122,1.6698063350771841
4.257,1.663555792698991
4.396,1.656835235696531
4.54,1.649558150748537
4.688,1.641733444268234
4.842,1.633205855653312
5,1.624031750266286
